Hugo_Symbol	Amp	Del	total	AlteredSamples
CCDC79	0	9	9	9
CDH1	0	9	9	9
CDH13	0	9	9	9
CDH15	0	9	9	9
CDH16	0	9	9	9
CDH3	0	9	9	9
CDK10	0	9	9	9
CDT1	0	9	9	9
CDYL2	0	9	9	9
CENPBD1	0	9	9	9
CENPN	0	9	9	9
CENPT	0	9	9	9
CEP192	0	9	9	9
CEP76	0	9	9	9
CES2	0	9	9	9
CES3	0	9	9	9
CES4A	0	9	9	9
CFDP1	0	9	9	9
CHMP1A	0	9	9	9
CHST4	0	9	9	9
CHST5	0	9	9	9
CHST6	0	9	9	9
CIRH1A	0	9	9	9
CLEC18A	0	9	9	9
CLEC18B	0	9	9	9
CLEC18C	0	9	9	9
CLEC3A	0	9	9	9
CMC2	0	9	9	9
CMIP	0	9	9	9
CNTNAP4	0	9	9	9
COG4	0	9	9	9
COG8	0	9	9	9
COTL1	0	9	9	9
COX4I1	0	9	9	9
CPNE7	0	9	9	9
CRISPLD2	0	9	9	9
CTCF	0	9	9	9
CTRB1	0	9	9	9
CTRB2	0	9	9	9
CTRL	0	9	9	9
CTU2	0	9	9	9
CYB5B	0	9	9	9
CYBA	0	9	9	9
DBNDD1	0	9	9	9
DDX19A	0	9	9	9
DDX19B	0	9	9	9
DDX28	0	9	9	9
DEF8	0	9	9	9
DHODH	0	9	9	9
DHX38	0	9	9	9
DNAAF1	0	9	9	9
DPEP1	0	9	9	9
DPEP2	0	9	9	9
DPEP3	0	9	9	9
DUS2L	0	9	9	9
DYNC1LI2	0	9	9	9
DYNLRB2	0	9	9	9
E2F4	0	9	9	9
EDC4	0	9	9	9
ELMO3	0	9	9	9
EMC8	0	9	9	9
ENKD1	0	9	9	9
ESRP2	0	9	9	9
EXOC3L1	0	9	9	9
EXOSC6	0	9	9	9
FA2H	0	9	9	9
FAM157C	0	9	9	9
FAM65A	0	9	9	9
FAM92B	0	9	9	9
FAM96B	0	9	9	9
FANCA	0	9	9	9
FBXL8	0	9	9	9
FBXO31	0	9	9	9
FENDRR	0	9	9	9
FHOD1	0	9	9	9
FKSG63	0	9	9	9
FLJ00104	0	9	9	9
FLJ00418	0	9	9	9
FOXC2	0	9	9	9
FOXF1	0	9	9	9
FOXL1	0	9	9	9
FTSJD1	0	9	9	9
FUK	0	9	9	9
GABARAPL2	0	9	9	9
GALNS	0	9	9	9
GAN	0	9	9	9
GAS8	0	9	9	9
GCSH	0	9	9	9
GFOD2	0	9	9	9
GINS2	0	9	9	9
GLG1	0	9	9	9
GSE1	0	9	9	9
HAS3	0	9	9	9
HCCAT5	0	9	9	9
HP	0	9	9	9
HPR	0	9	9	9
HSBP1	0	9	9	9
HSD11B2	0	9	9	9
HSD17B2	0	9	9	9
HSDL1	0	9	9	9
HSF4	0	9	9	9
HYDIN	0	9	9	9
IL17C	0	9	9	9
IL34	0	9	9	9
IRF8	0	9	9	9
IST1	0	9	9	9
JPH3	0	9	9	9
KARS	0	9	9	9
KCNG4	0	9	9	9
KCTD19	0	9	9	9
KIAA0513	0	9	9	9
KIAA0895L	0	9	9	9
KLHDC4	0	9	9	9
KLHL36	0	9	9	9
LCAT	0	9	9	9
LDHD	0	9	9	9
LDLRAD4	0	9	9	9
LINC00304	0	9	9	9
LINC00311	0	9	9	9
LINC00917	0	9	9	9
LRRC29	0	9	9	9
LRRC36	0	9	9	9
MAF	0	9	9	9
MAP1LC3B	0	9	9	9
MARVELD3	0	9	9	9
MBTPS1	0	9	9	9
MC1R	0	9	9	9
MIR140	0	9	9	9
MIR1538	0	9	9	9
MIR1910	0	9	9	9
MIR3182	0	9	9	9
MIR328	0	9	9	9
MIR4526	0	9	9	9
MIR4719	0	9	9	9
MIR4720	0	9	9	9
MIR4722	0	9	9	9
MIR5093	0	9	9	9
MIR5189	0	9	9	9
MIR5190	0	9	9	9
MLKL	0	9	9	9
MLYCD	0	9	9	9
MON1B	0	9	9	9
MPHOSPH6	0	9	9	9
MTHFSD	0	9	9	9
MTSS1L	0	9	9	9
MVD	0	9	9	9
NAE1	0	9	9	9
NECAB2	0	9	9	9
NFAT5	0	9	9	9
NFATC3	0	9	9	9
NIP7	0	9	9	9
NOB1	0	9	9	9
NOL3	0	9	9	9
NPIPB15	0	9	9	9
NQO1	0	9	9	9
NRN1L	0	9	9	9
NUDT7	0	9	9	9
NUTF2	0	9	9	9
OSGIN1	0	9	9	9
PABPN1L	0	9	9	9
PARD6A	0	9	9	9
PDF	0	9	9	9
PDP2	0	9	9	9
PDPR	0	9	9	9
PDXDC2P	0	9	9	9
PHLPP2	0	9	9	9
PIEZO1	0	9	9	9
PIH1	0	9	9	9
PKD1L3	0	9	9	9
PLA2G15	0	9	9	9
PLCG2	0	9	9	9
PLEKHG4	0	9	9	9
PMFBP1	0	9	9	9
PRDM7	0	9	9	9
PRMT7	0	9	9	9
PSKH1	0	9	9	9
PSMB10	0	9	9	9
PSMD7	0	9	9	9
PSMG2	0	9	9	9
PTPN2	0	9	9	9
RANBP10	0	9	9	9
RFWD3	0	9	9	9
RLTPR	0	9	9	9
RN7SKP118	0	9	9	9
RN7SKP190	0	9	9	9
RN7SKP233	0	9	9	9
RN7SL134P	0	9	9	9
RN7SL279P	0	9	9	9
RN7SL381P	0	9	9	9
RN7SL407P	0	9	9	9
RN7SL520P	0	9	9	9
RN7SL543P	0	9	9	9
RNA5SP429	0	9	9	9
RNA5SP430	0	9	9	9
RNA5SP431	0	9	9	9
RNA5SP432	0	9	9	9
RNA5SP433	0	9	9	9
RNF166	0	9	9	9
RNU6ATAC25P	0	9	9	9
RPL13	0	9	9	9
RPS2P45	0	9	9	9
RRAD	0	9	9	9
SDR42E1	0	9	9	9
SEH1L	0	9	9	9
SF3B3	0	9	9	9
SLC12A4	0	9	9	9
SLC22A31	0	9	9	9
SLC38A8	0	9	9	9
SLC7A5	0	9	9	9
SLC7A6	0	9	9	9
SLC7A6OS	0	9	9	9
SLC9A5	0	9	9	9
SLMO1	0	9	9	9
SMPD3	0	9	9	9
SNAI3	0	9	9	9
SNORA70D	0	9	9	9
SNORD111B	0	9	9	9
SNORD68	0	9	9	9
SNORD71	0	9	9	9
SNTB2	0	9	9	9
SPATA2L	0	9	9	9
SPATA33	0	9	9	9
SPG7	0	9	9	9
SPIRE1	0	9	9	9
SPIRE2	0	9	9	9
ST3GAL2	0	9	9	9
SYCE1L	0	9	9	9
TAF1C	0	9	9	9
TANGO6	0	9	9	9
TAT	0	9	9	9
TCF25	0	9	9	9
TERF2	0	9	9	9
TERF2IP	0	9	9	9
THAP11	0	9	9	9
TLDC1	0	9	9	9
TMED6	0	9	9	9
TMEM170A	0	9	9	9
TMEM208	0	9	9	9
TMEM231	0	9	9	9
TPPP3	0	9	9	9
TRADD	0	9	9	9
TRAPPC2L	0	9	9	9
TSNAXIP1	0	9	9	9
TUBB6	0	9	9	9
TUBB8P7	0	9	9	9
TXNL4B	0	9	9	9
URAHP	0	9	9	9
USP10	0	9	9	9
VAC14	0	9	9	9
VAT1L	0	9	9	9
VPS4A	0	9	9	9
VPS9D1	0	9	9	9
WDR59	0	9	9	9
WFDC1	0	9	9	9
WWOX	0	9	9	9
WWP2	0	9	9	9
ZC3H18	0	9	9	9
ZCCHC14	0	9	9	9
ZDHHC1	0	9	9	9
ZDHHC7	0	9	9	9
ZFHX3	0	9	9	9
ZFP1	0	9	9	9
ZFP90	0	9	9	9
ZFPM1	0	9	9	9
ZNF19	0	9	9	9
ZNF23	0	9	9	9
ZNF276	0	9	9	9
ZNF469	0	9	9	9
ZNF778	0	9	9	9
ZNF821	0	9	9	9
ZNRF1	0	9	9	9
ARL6IP5	0	8	8	8
CNTN3	0	8	8	8
EBLN2	0	8	8	8
EIF4E3	0	8	8	8
EOGT	0	8	8	8
FAM19A1	0	8	8	8
FAM19A4	0	8	8	8
FAM86DP	0	8	8	8
FOXP1	0	8	8	8
FRG2C	0	8	8	8
FRMD4B	0	8	8	8
GPR27	0	8	8	8
GXYLT2	0	8	8	8
KBTBD8	0	8	8	8
LINC00870	0	8	8	8
LINC00877	0	8	8	8
LINC00960	0	8	8	8
LMOD3	0	8	8	8
LRIG1	0	8	8	8
MAGI1	0	8	8	8
MIR1284	0	8	8	8
MIR1324	0	8	8	8
MIR3136	0	8	8	8
MIR4273	0	8	8	8
MITF	0	8	8	8
PDZRN3	0	8	8	8
PPP4R2	0	8	8	8
PROK2	0	8	8	8
RBL1	0	8	8	4
RN7SL271P	0	8	8	8
RN7SL294P	0	8	8	8
RN7SL418P	0	8	8	8
RN7SL482P	0	8	8	8
RN7SL92P	0	8	8	8
RNA5SP135	0	8	8	8
RNA5SP136	0	8	8	8
RYBP	0	8	8	8
SHQ1	0	8	8	8
SLC25A26	0	8	8	8
SUCLG2	0	8	8	8
TMF1	0	8	8	8
UBA3	0	8	8	8
ZNF717	0	8	8	8
CYP4X1	7	0	7	7
CYP4Z1	7	0	7	7
KIF3B	3	4	7	5
MIR1825	3	4	7	5
AAED1	0	5	5	5
ABCA1	0	5	5	5
ABCA2	0	5	5	5
ABHD17B	0	5	5	5
ABL1	0	5	5	5
ABO	0	5	5	5
ACER2	0	5	5	5
ACO1	0	5	5	5
ACTL7A	0	5	5	5
ACTL7B	0	5	5	5
ADAMTS13	0	5	5	5
ADAMTSL1	0	5	5	5
ADAMTSL2	0	5	5	5
AGPAT2	0	5	5	5
AGTPBP1	0	5	5	5
AIF1L	0	5	5	5
AK1	0	5	5	5
AK3	0	5	5	5
AK8	0	5	5	5
AKAP2	0	5	5	5
AKNA	0	5	5	5
ALAD	0	5	5	5
ALDH1A1	0	5	5	5
ALDH1B1	0	5	5	5
ALDOB	0	5	5	5
ALG2	0	5	5	5
AMBP	0	5	5	5
ANAPC2	0	5	5	5
ANGPTL2	0	5	5	5
ANKRD18A	0	5	5	5
ANKRD18B	0	5	5	5
ANKRD19P	0	5	5	5
ANKRD20A1	0	5	5	5
ANKRD20A2	0	5	5	5
ANKRD20A3	0	5	5	5
ANKRD20A4	0	5	5	5
ANKS6	0	5	5	5
ANP32B	0	5	5	5
ANXA1	0	5	5	5
APBA1	0	5	5	5
APTX	0	5	5	5
AQP3	0	5	5	5
AQP7	0	5	5	5
ARHGEF39	0	5	5	5
ARID3C	0	5	5	5
ARPC5L	0	5	5	5
ARRDC1	0	5	5	5
ASB6	0	5	5	5
ASPN	0	5	5	5
ASS1	0	5	5	5
ASTN2	0	5	5	5
ATP6V1G1	0	5	5	5
ATP8B5P	0	5	5	5
AUH	0	5	5	5
B4GALT1	0	5	5	5
BAAT	0	5	5	5
BAG1	0	5	5	5
BARHL1	0	5	5	5
BARX1	0	5	5	5
BICD2	0	5	5	5
BNC2	0	5	5	5
BRD3	0	5	5	5
BSPRY	0	5	5	5
C5	0	5	5	5
C8G	0	5	5	5
C9orf106	0	5	5	5
C9orf114	0	5	5	5
C9orf116	0	5	5	5
C9orf117	0	5	5	5
C9orf123	0	5	5	5
C9orf129	0	5	5	5
C9orf131	0	5	5	5
C9orf135	0	5	5	5
C9orf139	0	5	5	5
C9orf141	0	5	5	5
C9orf142	0	5	5	5
C9orf147	0	5	5	5
C9orf152	0	5	5	5
C9orf153	0	5	5	5
C9orf156	0	5	5	5
C9orf16	0	5	5	5
C9orf163	0	5	5	5
C9orf169	0	5	5	5
C9orf170	0	5	5	5
C9orf171	0	5	5	5
C9orf172	0	5	5	5
C9orf173	0	5	5	5
C9orf24	0	5	5	5
C9orf3	0	5	5	5
C9orf37	0	5	5	5
C9orf38	0	5	5	5
C9orf40	0	5	5	5
C9orf41	0	5	5	5
C9orf43	0	5	5	5
C9orf47	0	5	5	5
C9orf50	0	5	5	5
C9orf53	0	5	5	5
C9orf57	0	5	5	5
C9orf62	0	5	5	5
C9orf64	0	5	5	5
C9orf66	0	5	5	5
C9orf69	0	5	5	5
C9orf72	0	5	5	5
C9orf78	0	5	5	5
C9orf84	0	5	5	5
C9orf85	0	5	5	5
C9orf89	0	5	5	5
C9orf9	0	5	5	5
C9orf91	0	5	5	5
C9orf92	0	5	5	5
C9orf96	0	5	5	5
CA9	0	5	5	5
CAAP1	0	5	5	5
CACFD1	0	5	5	5
CACNA1B	0	5	5	5
CAMSAP1	0	5	5	5
CARD9	0	5	5	5
CARM1P1	0	5	5	5
CBWD1	0	5	5	5
CBWD3	0	5	5	5
CBWD5	0	5	5	5
CBWD6	0	5	5	5
CBWD7	0	5	5	5
CCBL1	0	5	5	5
CCDC107	0	5	5	5
CCDC171	0	5	5	5
CCDC180	0	5	5	5
CCIN	0	5	5	5
CCL19	0	5	5	5
CCL21	0	5	5	5
CCL27	0	5	5	5
CD274	0	5	5	5
CD72	0	5	5	5
CDC14B	0	5	5	5
CDC26	0	5	5	5
CDC37L1	0	5	5	5
CDK20	0	5	5	5
CDK5RAP2	0	5	5	5
CDK9	0	5	5	5
CDKN2A	0	5	5	5
CDKN2B	0	5	5	5
CEL	0	5	5	5
CELP	0	5	5	5
CENPP	0	5	5	5
CEP78	0	5	5	5
CER1	0	5	5	5
CERCAM	0	5	5	5
CHMP5	0	5	5	5
CIZ1	0	5	5	5
CKS2	0	5	5	5
CLIC3	0	5	5	5
CLTA	0	5	5	5
CNTFR	0	5	5	5
CNTLN	0	5	5	5
CNTNAP3	0	5	5	5
CNTNAP3B	0	5	5	5
CNTRL	0	5	5	5
COL15A1	0	5	5	5
COL27A1	0	5	5	5
COL5A1	0	5	5	5
COQ4	0	5	5	5
CORO2A	0	5	5	5
CRAT	0	5	5	5
CRB2	0	5	5	5
CREB3	0	5	5	5
CTNNAL1	0	5	5	5
CTSL	0	5	5	5
CTSL3P	0	5	5	5
CTSV	0	5	5	5
CYLC2	0	5	5	5
DAB2IP	0	5	5	5
DAPK1	0	5	5	5
DBC1	0	5	5	5
DBH	0	5	5	5
DCAF10	0	5	5	5
DCAF12	0	5	5	5
DCTN3	0	5	5	5
DDX31	0	5	5	5
DDX58	0	5	5	5
DEC1	0	5	5	5
DENND1A	0	5	5	5
DENND4C	0	5	5	5
DFNB31	0	5	5	5
DIRAS2	0	5	5	5
DKFZP434A062	0	5	5	5
DKFZP434H0512	0	5	5	5
DMRT1	0	5	5	5
DMRT2	0	5	5	5
DMRT3	0	5	5	5
DMRTA1	0	5	5	5
DNAI1	0	5	5	5
DNAJA1	0	5	5	5
DNAJB5	0	5	5	5
DNAJC25	0	5	5	5
DNLZ	0	5	5	5
DNM1	0	5	5	5
DOCK8	0	5	5	5
DOLK	0	5	5	5
DOLPP1	0	5	5	5
DPH7	0	5	5	5
DPM2	0	5	5	5
DPP7	0	5	5	5
ECM2	0	5	5	5
EDF1	0	5	5	5
EGFL7	0	5	5	5
EHMT1	0	5	5	5
ELAVL2	0	5	5	5
ENDOG	0	5	5	5
ENG	0	5	5	5
ENHO	0	5	5	5
ENTPD2	0	5	5	5
ENTPD8	0	5	5	5
EPB41L4B	0	5	5	5
EQTN	0	5	5	5
ERCC6L2	0	5	5	5
ERMP1	0	5	5	5
ERP44	0	5	5	5
EXD3	0	5	5	5
EXOSC2	0	5	5	5
EXOSC3	0	5	5	5
FAM102A	0	5	5	5
FAM120A	0	5	5	5
FAM120AOS	0	5	5	5
FAM122A	0	5	5	5
FAM129B	0	5	5	5
FAM138C	0	5	5	5
FAM154A	0	5	5	5
FAM157B	0	5	5	5
FAM163B	0	5	5	5
FAM166A	0	5	5	5
FAM166B	0	5	5	5
FAM189A2	0	5	5	5
FAM201A	0	5	5	5
FAM205A	0	5	5	5
FAM205B	0	5	5	5
FAM205CP	0	5	5	5
FAM206A	0	5	5	5
FAM214B	0	5	5	5
FAM219A	0	5	5	5
FAM221B	0	5	5	5
FAM225A	0	5	5	5
FAM225B	0	5	5	5
FAM27A	0	5	5	5
FAM27B	0	5	5	5
FAM27C	0	5	5	5
FAM27D1	0	5	5	5
FAM27E1	0	5	5	5
FAM27E2	0	5	5	5
FAM27E3	0	5	5	5
FAM69B	0	5	5	5
FAM73B	0	5	5	5
FAM74A1	0	5	5	5
FAM74A2	0	5	5	5
FAM74A3	0	5	5	5
FAM74A4	0	5	5	5
FAM74A5	0	5	5	5
FAM74A6	0	5	5	5
FAM78A	0	5	5	5
FAM95B1	0	5	5	5
FANCC	0	5	5	5
FANCG	0	5	5	5
FBP1	0	5	5	5
FBP2	0	5	5	5
FBXO10	0	5	5	5
FBXW2	0	5	5	5
FBXW5	0	5	5	5
FCN1	0	5	5	5
FCN2	0	5	5	5
FGD3	0	5	5	5
FIBCD1	0	5	5	5
FKBP15	0	5	5	5
FKTN	0	5	5	5
FLJ00273	0	5	5	5
FNBP1	0	5	5	5
FOCAD	0	5	5	5
FOXB2	0	5	5	5
FOXD4	0	5	5	5
FOXD4L2	0	5	5	5
FOXD4L3	0	5	5	5
FOXD4L4	0	5	5	5
FOXD4L5	0	5	5	5
FOXD4L6	0	5	5	5
FOXE1	0	5	5	5
FPGS	0	5	5	5
FREM1	0	5	5	5
FRMD3	0	5	5	5
FRMPD1	0	5	5	5
FRRS1L	0	5	5	5
FSD1L	0	5	5	5
FUBP3	0	5	5	5
FUT7	0	5	5	5
FXN	0	5	5	5
GABBR2	0	5	5	5
GADD45G	0	5	5	5
GALNT12	0	5	5	5
GAPVD1	0	5	5	5
GARNL3	0	5	5	5
GAS1	0	5	5	5
GBA2	0	5	5	5
GBGT1	0	5	5	5
GCNT1	0	5	5	5
GDA	0	5	5	5
GFI1B	0	5	5	5
GGTA1P	0	5	5	5
GKAP1	0	5	5	5
GLDC	0	5	5	5
GLE1	0	5	5	5
GLIPR2	0	5	5	5
GLIS3	0	5	5	5
GLT6D1	0	5	5	5
GNA14	0	5	5	5
GNAQ	0	5	5	5
GNE	0	5	5	5
GNG10	0	5	5	5
GOLGA1	0	5	5	5
GOLGA2	0	5	5	5
GOLM1	0	5	5	5
GPR107	0	5	5	5
GPR144	0	5	5	5
GPR21	0	5	5	5
GPSM1	0	5	5	5
GRHPR	0	5	5	5
GRIN1	0	5	5	5
GRIN3A	0	5	5	5
GSN	0	5	5	5
GTF3C4	0	5	5	5
GTF3C5	0	5	5	5
GVQW1	0	5	5	5
HABP4	0	5	5	5
HAUS6	0	5	5	5
HDHD3	0	5	5	5
HEMGN	0	5	5	5
HIATL1	0	5	5	5
HIATL2	0	5	5	5
HINT2	0	5	5	5
HMCN2	0	5	5	5
HMGA1P4	0	5	5	5
HNRNPK	0	5	5	5
HRCT1	0	5	5	5
HSD17B3	0	5	5	5
HSDL2	0	5	5	5
HSPA5	0	5	5	5
IARS	0	5	5	5
IDNK	0	5	5	5
IER5L	0	5	5	5
IFNA1	0	5	5	5
IFNA10	0	5	5	5
IFNA13	0	5	5	5
IFNA14	0	5	5	5
IFNA16	0	5	5	5
IFNA17	0	5	5	5
IFNA2	0	5	5	5
IFNA21	0	5	5	5
IFNA4	0	5	5	5
IFNA5	0	5	5	5
IFNA6	0	5	5	5
IFNA7	0	5	5	5
IFNA8	0	5	5	5
IFNB1	0	5	5	5
IFNE	0	5	5	5
IFNK	0	5	5	5
IFNW1	0	5	5	5
IFT74	0	5	5	5
IGFBPL1	0	5	5	5
IKBKAP	0	5	5	5
IL11RA	0	5	5	5
IL33	0	5	5	5
INIP	0	5	5	5
INPP5E	0	5	5	5
INSL4	0	5	5	5
INSL6	0	5	5	5
INVS	0	5	5	5
IPPK	0	5	5	5
ISCA1	0	5	5	5
IZUMO3	0	5	5	5
JAK2	0	5	5	5
KANK1	0	5	5	5
KCNT1	0	5	5	5
KCNV2	0	5	5	5
KDM4C	0	5	5	5
KIAA0020	0	5	5	5
KIAA0368	0	5	5	5
KIAA1045	0	5	5	5
KIAA1161	0	5	5	5
KIAA1432	0	5	5	5
KIAA1958	0	5	5	5
KIAA1984	0	5	5	5
KIAA2026	0	5	5	5
KIF12	0	5	5	5
KIF24	0	5	5	5
KIF27	0	5	5	5
KLF4	0	5	5	5
KLF9	0	5	5	5
KLHL9	0	5	5	5
LAMC3	0	5	5	5
LCN1	0	5	5	5
LCN10	0	5	5	5
LCN12	0	5	5	5
LCN15	0	5	5	5
LCN2	0	5	5	5
LCN8	0	5	5	5
LCN9	0	5	5	5
LCNL1	0	5	5	5
LHX2	0	5	5	5
LHX3	0	5	5	5
LHX6	0	5	5	5
LINC00032	0	5	5	5
LINC00092	0	5	5	5
LINC00094	0	5	5	5
LINC00474	0	5	5	5
LINC00475	0	5	5	5
LINC00476	0	5	5	5
LINC00484	0	5	5	5
LINC00583	0	5	5	5
LINC00587	0	5	5	5
LINC00961	0	5	5	5
LINC00963	0	5	5	5
LINGO2	0	5	5	5
LMX1B	0	5	5	5
LPAR1	0	5	5	5
LPPR1	0	5	5	5
LRRC19	0	5	5	5
LRRC26	0	5	5	5
LRRC37A5P	0	5	5	5
LRRC8A	0	5	5	5
LRSAM1	0	5	5	5
LURAP1L	0	5	5	5
MAMDC2	0	5	5	5
MAMDC4	0	5	5	5
MAN1B1	0	5	5	5
MAPKAP1	0	5	5	5
MED22	0	5	5	5
MED27	0	5	5	5
MEGF9	0	5	5	5
MELK	0	5	5	5
MIR126	0	5	5	5
MIR1299	0	5	5	5
MIR147A	0	5	5	5
MIR181A2	0	5	5	5
MIR181A2HG	0	5	5	5
MIR181B2	0	5	5	5
MIR199B	0	5	5	5
MIR204	0	5	5	5
MIR2278	0	5	5	5
MIR23B	0	5	5	5
MIR27B	0	5	5	5
MIR3074	0	5	5	5
MIR31	0	5	5	5
MIR3152	0	5	5	5
MIR3153	0	5	5	5
MIR3154	0	5	5	5
MIR31HG	0	5	5	5
MIR32	0	5	5	5
MIR3621	0	5	5	5
MIR3689A	0	5	5	5
MIR3689B	0	5	5	5
MIR3689C	0	5	5	5
MIR3689D1	0	5	5	5
MIR3689D2	0	5	5	5
MIR3689E	0	5	5	5
MIR3689F	0	5	5	5
MIR3911	0	5	5	5
MIR3927	0	5	5	5
MIR3960	0	5	5	5
MIR4289	0	5	5	5
MIR4290	0	5	5	5
MIR4291	0	5	5	5
MIR4292	0	5	5	5
MIR4473	0	5	5	5
MIR4474	0	5	5	5
MIR4475	0	5	5	5
MIR4476	0	5	5	5
MIR4477A	0	5	5	5
MIR4478	0	5	5	5
MIR4479	0	5	5	5
MIR4540	0	5	5	5
MIR455	0	5	5	5
MIR4665	0	5	5	5
MIR4667	0	5	5	5
MIR4668	0	5	5	5
MIR4669	0	5	5	5
MIR4670	0	5	5	5
MIR4672	0	5	5	5
MIR4673	0	5	5	5
MIR4674	0	5	5	5
MIR491	0	5	5	5
MIR548AW	0	5	5	5
MIR600HG	0	5	5	5
MIR601	0	5	5	5
MIR602	0	5	5	5
MIR873	0	5	5	5
MIR876	0	5	5	5
MIRLET7A1	0	5	5	5
MIRLET7D	0	5	5	5
MIRLET7DHG	0	5	5	5
MIRLET7F1	0	5	5	5
MLANA	0	5	5	5
MLLT3	0	5	5	5
MOB3B	0	5	5	5
MORN5	0	5	5	5
MPDZ	0	5	5	5
MRPL41	0	5	5	5
MRPL50	0	5	5	5
MRPS2	0	5	5	5
MRRF	0	5	5	5
MSANTD3	0	5	5	5
MSMP	0	5	5	5
MTAP	0	5	5	5
MURC	0	5	5	5
MUSK	0	5	5	5
MVB12B	0	5	5	5
NAA35	0	5	5	5
NACC2	0	5	5	5
NAIF1	0	5	5	5
NANS	0	5	5	5
NCBP1	0	5	5	5
NCS1	0	5	5	5
NDOR1	0	5	5	5
NDUFA8	0	5	5	5
NDUFB6	0	5	5	5
NEK6	0	5	5	5
NELFB	0	5	5	5
NFIB	0	5	5	5
NFIL3	0	5	5	5
NFX1	0	5	5	5
NINJ1	0	5	5	5
NIPSNAP3A	0	5	5	5
NIPSNAP3B	0	5	5	5
NMRK1	0	5	5	5
NOL6	0	5	5	5
NOL8	0	5	5	5
NOTCH1	0	5	5	5
NOXA1	0	5	5	5
NPDC1	0	5	5	5
NPR2	0	5	5	5
NR4A3	0	5	5	5
NR5A1	0	5	5	5
NR6A1	0	5	5	5
NRARP	0	5	5	5
NRON	0	5	5	5
NSMF	0	5	5	5
NTMT1	0	5	5	5
NTNG2	0	5	5	5
NTRK2	0	5	5	5
NUDT2	0	5	5	5
NUP188	0	5	5	5
NUP214	0	5	5	5
NUTM2F	0	5	5	5
NUTM2G	0	5	5	5
NXNL2	0	5	5	5
OBP2A	0	5	5	5
OBP2B	0	5	5	5
ODF2	0	5	5	5
OGN	0	5	5	5
OLFM1	0	5	5	5
OLFML2A	0	5	5	5
OMD	0	5	5	5
OR13C2	0	5	5	5
OR13C3	0	5	5	5
OR13C4	0	5	5	5
OR13C5	0	5	5	5
OR13C8	0	5	5	5
OR13C9	0	5	5	5
OR13D1	0	5	5	5
OR13F1	0	5	5	5
OR13J1	0	5	5	5
OR1B1	0	5	5	5
OR1J1	0	5	5	5
OR1J2	0	5	5	5
OR1J4	0	5	5	5
OR1K1	0	5	5	5
OR1L1	0	5	5	5
OR1L3	0	5	5	5
OR1L4	0	5	5	5
OR1L6	0	5	5	5
OR1L8	0	5	5	5
OR1N1	0	5	5	5
OR1N2	0	5	5	5
OR1Q1	0	5	5	5
OR2K2	0	5	5	5
OR2S2	0	5	5	5
OR5C1	0	5	5	5
ORM1	0	5	5	5
ORM2	0	5	5	5
OSTF1	0	5	5	5
PAEP	0	5	5	5
PALM2	0	5	5	5
PAPPA	0	5	5	5
PAX5	0	5	5	5
PBX3	0	5	5	5
PCA3	0	5	5	5
PCAT7	0	5	5	5
PCSK5	0	5	5	5
PDCD1LG2	0	5	5	5
PDCL	0	5	5	5
PGM5	0	5	5	5
PGM5P2	0	5	5	5
PHF19	0	5	5	5
PHF2	0	5	5	5
PHPT1	0	5	5	5
PHYHD1	0	5	5	5
PIGO	0	5	5	5
PIP5K1B	0	5	5	5
PIP5KL1	0	5	5	5
PKN3	0	5	5	5
PLAA	0	5	5	5
PLGRKT	0	5	5	5
PLIN2	0	5	5	5
PMPCA	0	5	5	5
PNPLA7	0	5	5	5
POLE3	0	5	5	5
POLR1E	0	5	5	5
POMT1	0	5	5	5
PPAPDC2	0	5	5	5
PPAPDC3	0	5	5	5
PPP1R26	0	5	5	5
PPP2R4	0	5	5	5
PPP3R2	0	5	5	5
PPP6C	0	5	5	5
PRDM12	0	5	5	5
PRKACG	0	5	5	5
PRPF4	0	5	5	5
PRRC2B	0	5	5	5
PRRX2	0	5	5	5
PRSS3	0	5	5	5
PRUNE2	0	5	5	5
PSAT1	0	5	5	5
PSIP1	0	5	5	5
PSMB7	0	5	5	5
PSMD5	0	5	5	5
PTAR1	0	5	5	5
PTBP3	0	5	5	5
PTCH1	0	5	5	5
PTENP1	0	5	5	5
PTGDS	0	5	5	5
PTGES	0	5	5	5
PTGES2	0	5	5	5
PTGR1	0	5	5	5
PTGS1	0	5	5	5
PTPDC1	0	5	5	5
PTPLAD2	0	5	5	5
PTPN3	0	5	5	5
PTPRD	0	5	5	5
PTRH1	0	5	5	5
QRFP	0	5	5	5
QSOX2	0	5	5	5
RAB14	0	5	5	5
RABEPK	0	5	5	5
RABGAP1	0	5	5	5
RABL6	0	5	5	5
RAD23B	0	5	5	5
RALGDS	0	5	5	5
RALGPS1	0	5	5	5
RANBP6	0	5	5	5
RAPGEF1	0	5	5	5
RASEF	0	5	5	5
RBM18	0	5	5	5
RC3H2	0	5	5	5
RCL1	0	5	5	5
RECK	0	5	5	5
REXO4	0	5	5	5
RFK	0	5	5	5
RFX3	0	5	5	5
RGP1	0	5	5	5
RGS3	0	5	5	5
RLN1	0	5	5	5
RLN2	0	5	5	5
RMI1	0	5	5	5
RMRP	0	5	5	5
RMRPP5	0	5	5	5
RN7SKP114	0	5	5	5
RN7SKP120	0	5	5	5
RN7SKP125	0	5	5	5
RN7SKP128	0	5	5	5
RN7SKP171	0	5	5	5
